iIdx,jIdx,sim
22989,21479,0.081081
22989,19145,0.058824
22989,17718,0.057143
22989,13366,0.011952
22989,5595,0.008909
22989,8443,0.008772
22989,7059,0.008547
22989,4960,0.007042
22989,5378,0.007026
22989,8157,0.006678
22989,5028,0.006645
22989,5095,0.006623
22989,8380,0.006479
22989,666,0.006098
22989,3382,0.005935
22989,7742,0.005455
22989,5134,0.005135
22989,3027,0.004960
22989,6093,0.004890
22989,3973,0.004854
6846,26954,0.230769
6846,25242,0.187500
6846,19731,0.157895
6846,15717,0.130435
6846,10759,0.085714
6846,19318,0.083333
6846,24624,0.065217
6846,25180,0.063830
6846,10744,0.055556
6846,19645,0.055556
6846,10730,0.054545
6846,23823,0.052632
6846,1681,0.049180
6846,22571,0.044776
6846,12402,0.044118
6846,5467,0.042254
6846,15577,0.041096
6846,11955,0.038462
6846,17487,0.037975
6846,8140,0.037500
28457,12868,0.102564
28457,7347,0.060000
28457,8770,0.025974
28457,8534,0.017857
28457,3707,0.005607
28457,4699,0.002496
28457,3639,0.002333
28457,1763,0.002105
28457,658,0.001758
28457,4687,0.001756
28457,4696,0.001755
28457,567,0.001735
28457,5037,0.001572
28457,2724,0.001551
28457,3021,0.001415
28457,3329,0.001411
28457,3754,0.001407
28457,3303,0.001401
28457,800,0.001361
28457,619,0.001258
6398,11880,0.141813
6398,1187,0.140715
6398,3416,0.115183
6398,3125,0.109168
6398,9578,0.108729
6398,11053,0.106965
6398,6014,0.100554
6398,12613,0.100402
6398,12140,0.099617
6398,6012,0.098540
6398,11996,0.097603
6398,9576,0.097378
6398,6127,0.097151
6398,3225,0.096682
6398,9343,0.093421
6398,2930,0.092799
6398,6691,0.092105
6398,3284,0.091717
6398,3426,0.088507
6398,11875,0.086743
2124,5478,0.194150
2124,2129,0.179682
2124,1245,0.172388
2124,1285,0.165516
2124,3119,0.151885
2124,2434,0.147355
2124,935,0.146292
2124,960,0.143314
2124,937,0.140749
2124,2127,0.136987
2124,3110,0.134677
2124,90,0.130682
2124,1034,0.127675
2124,3112,0.124939
2124,1112,0.123528
2124,1054,0.122612
2124,3121,0.122433
2124,2172,0.119709
2124,2475,0.119182
2124,958,0.117910
30590,22525,0.190476
30590,28746,0.157895
30590,31501,0.157895
30590,25741,0.157895
30590,23535,0.153846
30590,24374,0.150000
30590,19200,0.150000
30590,26538,0.142857
30590,18064,0.137931
30590,23517,0.136364
30590,28939,0.136364
30590,26496,0.130435
30590,26497,0.130435
30590,19194,0.125000
30590,24837,0.125000
30590,20702,0.125000
30590,20707,0.120000
30590,23524,0.115385
30590,26127,0.115385
30590,20634,0.114286
28493,28489,0.266667
28493,18151,0.214286
28493,7071,0.115385
28493,18257,0.053571
28493,33,0.047059
28493,15116,0.038095
28493,11161,0.011765
28493,3596,0.008214
28493,4837,0.003681
28493,4549,0.003382
28493,6646,0.003359
28493,4676,0.003125
28493,4641,0.002222
28493,3088,0.002161
28493,729,0.002069
28493,5587,0.001773
28493,3549,0.001609
28493,3327,0.001498
28493,694,0.001321
28493,2972,0.001311
9335,13495,0.134146
9335,31342,0.102041
9335,31451,0.095238
9335,31928,0.093023
9335,11618,0.090909
9335,16736,0.089286
9335,16715,0.082192
9335,13506,0.082090
9335,11360,0.081967
9335,15275,0.076923
9335,15248,0.075758
9335,10192,0.075000
9335,11712,0.074468
9335,16002,0.072727
9335,31445,0.071429
9335,18513,0.068966
9335,14633,0.068627
9335,12105,0.064516
9335,19008,0.062500
9335,31670,0.062500
20626,32332,0.176471
20626,28555,0.142857
20626,17261,0.136364
20626,26400,0.136364
20626,26258,0.111111
20626,24394,0.096774
20626,22983,0.052632
20626,21461,0.047619
20626,8494,0.044118
20626,7990,0.041096
20626,18532,0.033333
20626,1803,0.032609
20626,16693,0.030303
20626,20066,0.028846
20626,8340,0.026316
20626,17541,0.026316
20626,8181,0.024845
20626,8114,0.022523
20626,8270,0.022059
20626,7753,0.021898
6112,7647,0.131825
6112,6709,0.124456
6112,6636,0.123457
6112,4739,0.116158
6112,11005,0.100971
6112,5904,0.100171
6112,5915,0.095788
6112,11001,0.094663
6112,13110,0.087924
6112,7646,0.087371
6112,4572,0.086464
6112,7576,0.086082
6112,916,0.083936
6112,6471,0.082552
6112,3616,0.079375
6112,12512,0.076846
6112,3615,0.074929
6112,907,0.073963
6112,4200,0.073957
6112,7610,0.073860
26215,24492,0.250000
26215,32276,0.222222
26215,30062,0.210526
26215,30061,0.210526
26215,25545,0.200000
26215,25534,0.181818
26215,27272,0.181818
26215,24572,0.178571
26215,27257,0.173913
26215,26012,0.173913
26215,24579,0.173913
26215,24413,0.172414
26215,28400,0.166667
26215,24918,0.157895
26215,27668,0.157895
26215,31819,0.153846
26215,30034,0.153846
26215,26753,0.150000
26215,24541,0.150000
26215,25496,0.150000
19473,21065,0.476190
19473,21071,0.450000
19473,21060,0.444444
19473,32683,0.210526
19473,20221,0.200000
19473,15888,0.191489
19473,32188,0.190476
19473,32176,0.190476
19473,22812,0.181818
19473,18365,0.161290
19473,32628,0.150000
19473,26010,0.136364
19473,17069,0.131579
19473,22818,0.130435
19473,31994,0.130435
19473,23426,0.129032
19473,19482,0.121951
19473,29263,0.100000
19473,23724,0.090909
19473,18518,0.090909
31352,31290,0.352941
31352,31314,0.277778
31352,21952,0.230769
31352,21932,0.222222
31352,21927,0.181818
31352,21930,0.157895
31352,12870,0.137931
31352,15147,0.115385
31352,17897,0.083333
31352,17944,0.073529
31352,10214,0.071429
31352,17777,0.068182
31352,17760,0.052632
31352,17783,0.050847
31352,8514,0.047619
31352,12803,0.040000
31352,3948,0.017544
31352,6041,0.008757
31352,6176,0.008403
31352,8898,0.007444
8979,9344,0.236559
8979,16115,0.185012
8979,19251,0.170391
8979,5197,0.162996
8979,9007,0.139048
8979,9711,0.134565
8979,8980,0.132867
8979,12751,0.129870
8979,9385,0.127869
8979,9040,0.125000
8979,26102,0.123028
8979,8982,0.117021
8979,9792,0.111111
8979,9397,0.110687
8979,9009,0.104623
8979,12723,0.101968
8979,11996,0.100897
8979,9072,0.098706
8979,9703,0.098280
8979,12140,0.095532
13678,4542,0.137122
13678,3990,0.125380
13678,5263,0.117787
13678,6318,0.116780
13678,3010,0.115358
13678,6313,0.114267
13678,3315,0.114041
13678,7775,0.111034
13678,4837,0.107850
13678,4962,0.107089
13678,2579,0.099351
13678,7720,0.097711
13678,4855,0.097396
13678,5984,0.095833
13678,5536,0.095337
13678,7913,0.095329
13678,2402,0.091199
13678,7364,0.090909
13678,1814,0.090479
13678,3000,0.089368
12220,12233,0.545455
12220,30258,0.400000
12220,12196,0.357143
12220,30296,0.333333
12220,25484,0.272727
12220,23688,0.272727
12220,25483,0.250000
12220,32261,0.250000
12220,27903,0.250000
12220,22784,0.230769
12220,31538,0.230769
12220,12295,0.214286
12220,25511,0.200000
12220,25431,0.200000
12220,12199,0.193548
12220,12315,0.190476
12220,32083,0.187500
12220,26052,0.187500
12220,30298,0.187500
12220,19805,0.187500
9209,9215,0.103306
9209,13546,0.101322
9209,12355,0.093220
9209,14810,0.091743
9209,13834,0.088372
9209,19975,0.087591
9209,13407,0.086735
9209,7127,0.086124
9209,4290,0.085470
9209,16192,0.083333
9209,9187,0.079545
9209,20287,0.077720
9209,13972,0.077320
9209,16141,0.077273
9209,12151,0.076923
9209,9197,0.076190
9209,9157,0.076087
9209,18263,0.075472
9209,12746,0.074906
9209,29948,0.073171
25584,14804,0.238095
25584,21649,0.238095
25584,14878,0.186047
25584,25593,0.160000
25584,25594,0.153846
25584,21639,0.153846
25584,25599,0.148148
25584,19598,0.142857
25584,27499,0.142857
25584,32422,0.142857
25584,16081,0.135135
25584,22496,0.133333
25584,25232,0.129032
25584,21767,0.129032
25584,27506,0.129032
25584,14906,0.129032
25584,17691,0.125000
25584,26299,0.125000
25584,17273,0.122449
25584,21746,0.118644
25524,25323,0.250000
25524,10936,0.107143
25524,9286,0.096774
25524,14191,0.090909
25524,25355,0.083333
25524,16072,0.076923
25524,22857,0.075000
25524,10991,0.071429
25524,13262,0.068182
25524,18366,0.062500
25524,17021,0.056604
25524,10982,0.052632
25524,19122,0.051948
25524,18245,0.050847
25524,16858,0.049180
25524,16854,0.042857
25524,15372,0.040404
25524,10999,0.037037
25524,17957,0.036364
25524,5860,0.035714
3158,5675,0.201392
3158,4756,0.166838
3158,4602,0.152985
3158,2493,0.128912
3158,3431,0.123722
3158,1471,0.122776
3158,4162,0.116105
3158,3392,0.115447
3158,2486,0.115069
3158,6127,0.113523
3158,3416,0.111061
3158,3169,0.110175
3158,3144,0.108915
3158,5365,0.108506
3158,3407,0.106173
3158,5508,0.105850
3158,1205,0.104698
3158,3143,0.104201
3158,4619,0.103595
3158,3284,0.101338
25314,25368,0.157895
25314,30828,0.142857
25314,32591,0.142857
25314,19111,0.130435
25314,26786,0.120000
25314,21431,0.111111
25314,25319,0.111111
25314,18395,0.103448
25314,25366,0.103448
25314,20411,0.103448
25314,11969,0.100000
25314,20405,0.100000
25314,27730,0.096774
25314,25310,0.088235
25314,18929,0.088235
25314,19135,0.088235
25314,25038,0.086957
25314,18405,0.083333
25314,17509,0.083333
25314,19566,0.081081
9518,10298,0.082707
9518,5713,0.073355
9518,11435,0.066890
9518,11450,0.066256
9518,11430,0.058824
9518,3801,0.058699
9518,2592,0.057250
9518,6514,0.056645
9518,4072,0.055118
9518,3107,0.055007
9518,11079,0.054018
9518,11459,0.053571
9518,1486,0.052946
9518,2238,0.052632
9518,11477,0.052347
9518,1436,0.052092
9518,3192,0.051397
9518,4412,0.050409
9518,11439,0.049908
9518,6400,0.048877
5840,3452,0.088097
5840,3482,0.084656
5840,3407,0.080113
5840,10260,0.069549
5840,3154,0.069284
5840,5673,0.066116
5840,6092,0.065969
5840,2311,0.060104
5840,13924,0.059102
5840,1446,0.058182
5840,13827,0.057903
5840,7705,0.056537
5840,9626,0.056534
5840,13369,0.056420
5840,3465,0.056338
5840,3272,0.056241
5840,4607,0.055944
5840,3225,0.055728
5840,13180,0.055422
5840,1730,0.054173
23031,18552,0.120000
23031,14882,0.042254
23031,11889,0.010601
23031,9202,0.006834
23031,13114,0.006550
23031,2635,0.005859
23031,1788,0.005803
23031,9585,0.003788
23031,6551,0.003055
23031,3496,0.002994
23031,4602,0.002773
23031,4452,0.002560
23031,6700,0.002479
23031,5496,0.001870
23031,2830,0.001497
23031,1514,0.001492
23031,2097,0.001477
23031,2620,0.001432
23031,2786,0.001058
23031,2486,0.001013
6525,30033,0.098039
6525,7428,0.093750
6525,7361,0.089552
6525,16931,0.085366
6525,24774,0.078431
6525,6521,0.076923
6525,11654,0.073529
6525,18154,0.073529
6525,30784,0.072727
6525,7542,0.069444
6525,7384,0.066667
6525,18197,0.064516
6525,7552,0.063492
6525,13079,0.062500
6525,24805,0.062500
6525,22485,0.061728
6525,27677,0.061224
6525,24787,0.061224
6525,6519,0.060773
6525,11584,0.060241
9588,16537,0.138889
9588,7073,0.114068
9588,24202,0.089431
9588,11692,0.087379
9588,18457,0.086957
9588,11661,0.084746
9588,5881,0.081081
9588,22645,0.078740
9588,9334,0.078431
9588,16605,0.076923
9588,5183,0.076023
9588,16595,0.075758
9588,12891,0.074561
9588,18485,0.073171
9588,14630,0.072727
9588,20105,0.072222
9588,7618,0.070822
9588,16540,0.069388
9588,16734,0.069182
9588,14503,0.068750
32422,21832,0.363636
32422,25035,0.307692
32422,31185,0.300000
32422,32469,0.300000
32422,25728,0.272727
32422,25045,0.272727
32422,31993,0.272727
32422,13983,0.250000
32422,28479,0.250000
32422,14459,0.250000
32422,25015,0.250000
32422,32409,0.250000
32422,14434,0.230769
32422,22458,0.230769
32422,30630,0.230769
32422,8801,0.222222
32422,14423,0.214286
32422,21877,0.214286
32422,32254,0.214286
32422,22496,0.200000
24787,29089,0.300000
24787,24774,0.250000
24787,24784,0.250000
24787,11668,0.230769
24787,16940,0.222222
24787,18198,0.200000
24787,11632,0.176471
24787,13079,0.166667
24787,24769,0.166667
24787,14355,0.160000
24787,23094,0.157895
24787,19433,0.153846
24787,20277,0.130435
24787,7552,0.125000
24787,8909,0.120000
24787,23984,0.117647
24787,7071,0.115385
24787,18756,0.115385
24787,13318,0.111111
24787,7428,0.111111
20033,19610,0.142857
20033,14981,0.130435
20033,19562,0.103448
20033,22183,0.096774
20033,16070,0.093750
20033,14878,0.093750
20033,25589,0.090909
20033,26861,0.090909
20033,21649,0.090909
20033,14780,0.088235
20033,26862,0.085714
20033,14023,0.083333
20033,22057,0.081081
20033,25018,0.076923
20033,9197,0.068182
20033,14896,0.068182
20033,17720,0.063830
20033,20778,0.061224
20033,14372,0.060000
20033,18055,0.056604
31647,31646,0.214286
31647,15626,0.100000
31647,13658,0.036145
31647,12851,0.017544
31647,3371,0.017544
31647,10916,0.012780
31647,8177,0.011364
31647,8348,0.008174
31647,5934,0.005535
31647,5049,0.005199
31647,50,0.004808
31647,8881,0.004149
31647,6384,0.004098
31647,3715,0.004071
31647,3650,0.002910
31647,3664,0.002854
31647,1688,0.002642
31647,3653,0.002620
31647,4554,0.002509
31647,4699,0.002498
7482,12882,0.261905
7482,11599,0.250000
7482,7458,0.241379
7482,25391,0.238095
7482,7434,0.236364
7482,7347,0.229508
7482,11655,0.224490
7482,18154,0.222222
7482,11654,0.222222
7482,11588,0.214286
7482,13329,0.210526
7482,11601,0.205128
7482,7525,0.204819
7482,7463,0.203390
7482,13331,0.200000
7482,18197,0.200000
7482,7439,0.200000
7482,7384,0.192308
7482,7483,0.181818
7482,7428,0.181818
3309,2395,0.170410
3309,1673,0.121938
3309,9623,0.111554
3309,9425,0.105845
3309,2986,0.099938
3309,6374,0.098734
3309,1670,0.096964
3309,6566,0.094792
3309,2751,0.093509
3309,1688,0.092351
3309,3510,0.092244
3309,627,0.091972
3309,4048,0.091922
3309,4549,0.091083
3309,9882,0.090135
3309,3308,0.089993
3309,4544,0.089335
3309,5808,0.086175
3309,1804,0.085750
3309,4969,0.083899
23878,31629,0.214286
23878,19576,0.157895
23878,23454,0.142857
23878,19919,0.136364
23878,22192,0.130435
23878,19412,0.125000
23878,6157,0.107143
23878,25222,0.083333
23878,17689,0.076923
23878,10713,0.073171
23878,15780,0.072727
23878,10560,0.065217
23878,12402,0.060606
23878,10788,0.060000
23878,19588,0.058824
23878,19607,0.056604
23878,10564,0.056604
23878,10730,0.055556
23878,14145,0.055556
23878,10655,0.054545
4051,3602,0.103053
4051,20105,0.095238
4051,15207,0.095238
4051,10737,0.094463
4051,5423,0.094340
4051,13237,0.094118
4051,17201,0.093525
4051,3579,0.091803
4051,3371,0.090909
4051,10696,0.084942
4051,12333,0.084906
4051,9645,0.083333
4051,3603,0.082902
4051,17974,0.080000
4051,2032,0.079805
4051,5605,0.079365
4051,10770,0.079137
4051,12633,0.077586
4051,13110,0.075610
4051,10944,0.075556
6152,13415,0.074935
6152,11323,0.074725
6152,13222,0.067385
6152,3077,0.065823
6152,4887,0.061728
6152,2107,0.059222
6152,6657,0.059091
6152,3673,0.057545
6152,4881,0.056886
6152,11741,0.054264
6152,3757,0.051462
6152,7893,0.048780
6152,12362,0.048426
6152,8811,0.047671
6152,12921,0.046832
6152,15614,0.046753
6152,12999,0.046414
6152,6318,0.046414
6152,8848,0.044386
6152,3671,0.043716
15650,5264,0.218750
15650,6219,0.211009
15650,16289,0.173469
15650,17033,0.164179
15650,3566,0.162500
15650,13142,0.159722
15650,19381,0.151899
15650,6237,0.151163
15650,16231,0.125000
15650,16286,0.125000
15650,17090,0.123077
15650,19375,0.121622
15650,17050,0.118343
15650,3573,0.100529
15650,16287,0.100000
15650,17153,0.098592
15650,14096,0.093333
15650,17108,0.092308
15650,17234,0.089552
15650,27695,0.088235
25807,25788,0.375000
25807,25800,0.300000
25807,25811,0.166667
25807,19331,0.157895
25807,18318,0.131579
25807,15356,0.130435
25807,18508,0.125000
25807,24667,0.096774
25807,24614,0.090909
25807,24202,0.075000
25807,13894,0.038961
25807,9334,0.023810
25807,11692,0.023077
25807,1927,0.021898
25807,6865,0.020979
25807,6451,0.018750
25807,8273,0.015957
25807,8440,0.013216
25807,1981,0.009639
25807,7403,0.005961
13798,27992,0.105263
13798,23946,0.088889
13798,26377,0.088235
13798,26389,0.081081
13798,20915,0.078947
13798,26430,0.076923
13798,16823,0.075000
13798,24055,0.073171
13798,22436,0.071429
13798,19485,0.071429
13798,15766,0.071429
13798,23941,0.070175
13798,21451,0.069767
13798,16951,0.069767
13798,23948,0.068182
13798,18455,0.068182
13798,18541,0.068182
13798,12810,0.066667
13798,26370,0.066667
13798,22636,0.066667
19798,19797,0.625000
19798,19756,0.400000
19798,19780,0.333333
19798,30281,0.333333
19798,17354,0.333333
19798,19718,0.333333
19798,20665,0.300000
19798,23898,0.272727
19798,27048,0.272727
19798,25313,0.272727
19798,30169,0.250000
19798,29710,0.250000
19798,19622,0.230769
19798,30269,0.214286
19798,12196,0.214286
19798,22505,0.214286
19798,19669,0.214286
19798,19846,0.214286
19798,19651,0.210526
19798,19442,0.200000
13074,14533,0.123810
13074,14538,0.104651
13074,23885,0.081081
13074,15814,0.061728
13074,14528,0.061224
13074,14585,0.060241
13074,14527,0.056604
13074,25211,0.054348
13074,27062,0.051948
13074,25811,0.051282
13074,28688,0.050633
13074,14563,0.050000
13074,23702,0.049383
13074,11420,0.048485
13074,17402,0.048077
13074,15318,0.048077
13074,7047,0.047619
13074,27720,0.045455
13074,18560,0.045455
13074,18278,0.044248
24170,24159,0.428571
24170,24146,0.375000
24170,20103,0.069767
24170,8188,0.018634
24170,8048,0.013953
24170,8440,0.013216
24170,8015,0.011858
24170,13046,0.011628
24170,6318,0.010381
24170,12274,0.009091
24170,5077,0.008351
24170,11254,0.007937
24170,8898,0.007500
24170,9299,0.007126
24170,5593,0.006623
24170,8887,0.006211
24170,5067,0.005900
24170,3979,0.005357
24170,8851,0.005188
24170,4726,0.005051
29263,31229,0.250000
29263,27520,0.238095
29263,32188,0.222222
29263,28191,0.176471
29263,32480,0.176471
29263,29274,0.176471
29263,25063,0.166667
29263,32556,0.166667
29263,29285,0.166667
29263,32323,0.166667
29263,20885,0.166667
29263,32120,0.166667
29263,32567,0.166667
29263,32176,0.157895
29263,26587,0.157895
29263,30856,0.157895
29263,25322,0.157895
29263,10874,0.153846
29263,23433,0.150000
29263,32181,0.150000
26744,15159,0.042857
26744,12170,0.030928
26744,10827,0.021898
26744,13863,0.018634
26744,9925,0.018519
26744,5605,0.017391
26744,12160,0.017143
26744,6061,0.014218
26744,5555,0.014035
26744,9839,0.013825
26744,13366,0.012397
26744,3843,0.012397
26744,7618,0.010563
26744,10039,0.010274
26744,9040,0.009836
26744,2635,0.009804
26744,6094,0.009174
26744,11734,0.008646
26744,9840,0.008621
26744,11417,0.008152
28145,30922,0.357143
28145,30921,0.200000
28145,21414,0.190476
28145,28182,0.181818
28145,30923,0.176471
28145,27327,0.173913
28145,19066,0.172414
28145,28537,0.166667
28145,27983,0.166667
28145,30917,0.166667
28145,28138,0.166667
28145,18595,0.160000
28145,26389,0.157895
28145,16726,0.153846
28145,18584,0.153846
28145,26729,0.150000
28145,32164,0.150000
28145,28187,0.150000
28145,20502,0.150000
28145,26430,0.142857
23561,22185,0.085714
23561,17123,0.057692
23561,11991,0.052632
23561,10184,0.051724
23561,10999,0.038462
23561,6831,0.031579
23561,11011,0.026316
23561,7080,0.024390
23561,12293,0.021898
23561,4738,0.021053
23561,6061,0.018868
23561,7543,0.018634
23561,6451,0.018519
23561,11003,0.015707
23561,5831,0.013825
23561,11394,0.013100
23561,12512,0.012618
23561,10845,0.012195
23561,1941,0.011811
23561,5904,0.011516
8380,8350,0.146814
8380,8504,0.116788
8380,6945,0.111413
8380,4698,0.110599
8380,6948,0.110471
8380,3979,0.109890
8380,6921,0.109646
8380,3973,0.108581
8380,6587,0.104839
8380,5059,0.103343
8380,4699,0.102136
8380,5702,0.101667
8380,8353,0.101576
8380,8265,0.101316
8380,5134,0.099010
8380,6483,0.098675
8380,8443,0.098177
8380,8431,0.098071
8380,8220,0.097686
8380,5631,0.097115
4837,4801,0.153758
4837,4877,0.135365
4837,4846,0.128440
4837,3555,0.127371
4837,7775,0.125245
4837,4880,0.124188
4837,7866,0.122420
4837,7843,0.121799
4837,2734,0.121558
4837,5267,0.120823
4837,5536,0.120724
4837,4889,0.118195
4837,4542,0.117782
4837,7916,0.117693
4837,248,0.114199
4837,5984,0.113796
4837,3549,0.113703
4837,7018,0.112532
4837,2748,0.110757
4837,7095,0.110390
4801,4837,0.153758
4801,2734,0.152036
4801,2106,0.147581
4801,4532,0.133263
4801,7095,0.133047
4801,7775,0.132440
4801,452,0.129922
4801,7018,0.126498
4801,4769,0.125846
4801,3549,0.124954
4801,7094,0.119279
4801,2729,0.119137
4801,6034,0.116816
4801,4880,0.114679
4801,3305,0.113443
4801,6074,0.112336
4801,4889,0.110604
4801,7866,0.109980
4801,4854,0.109419
4801,4877,0.104386
16255,18326,0.105263
16255,26477,0.076923
16255,23983,0.068493
16255,20625,0.060000
16255,16686,0.058824
16255,13655,0.057692
16255,23045,0.054054
16255,25639,0.053191
16255,25851,0.052632
16255,28816,0.050847
16255,18481,0.050000
16255,20702,0.049180
16255,19894,0.046154
16255,16646,0.041096
16255,11642,0.041096
16255,16233,0.040000
16255,9953,0.038168
16255,17401,0.037037
16255,13590,0.034783
16255,15571,0.034247
9802,16831,0.153846
9802,14845,0.100629
9802,13825,0.099379
9802,9812,0.097744
9802,9831,0.091463
9802,9833,0.089796
9802,11803,0.089041
9802,10447,0.086207
9802,14246,0.084967
9802,15676,0.083916
9802,9377,0.082927
9802,21381,0.081818
9802,12153,0.081633
9802,24878,0.080808
9802,19547,0.080645
9802,15924,0.080247
9802,9792,0.079167
9802,15699,0.078212
9802,16843,0.078125
9802,15566,0.077551
17304,6752,0.145455
17304,17447,0.132075
17304,17301,0.131579
17304,24326,0.125000
17304,19553,0.120000
17304,21558,0.116279
17304,27487,0.115385
17304,23669,0.115385
17304,27463,0.111111
17304,27048,0.107143
17304,27058,0.107143
17304,19052,0.106061
17304,20297,0.103448
17304,10473,0.100000
17304,9842,0.098361
17304,27517,0.097561
17304,21391,0.096386
17304,12833,0.095238
17304,6798,0.091429
17304,19645,0.090909
16023,16422,0.363636
16023,13457,0.235294
16023,15934,0.176471
16023,3493,0.042254
16023,9696,0.009772
16023,6043,0.006122
16023,6832,0.005525
16023,10241,0.005066
16023,3606,0.004910
16023,1961,0.004739
16023,7281,0.004702
16023,666,0.004608
16023,4659,0.004224
16023,3968,0.004138
16023,5850,0.004087
16023,4048,0.004032
16023,7038,0.003513
16023,706,0.003467
16023,1974,0.003325
16023,4739,0.003125
28420,26856,0.157895
28420,28787,0.130435
28420,21718,0.073171
28420,24624,0.066667
28420,2068,0.056604
28420,9940,0.032258
28420,6256,0.031250
28420,3511,0.028846
28420,14278,0.028037
28420,18514,0.026549
28420,11512,0.025424
28420,10771,0.021898
28420,19425,0.020548
28420,15821,0.018692
28420,5926,0.018293
28420,14276,0.014493
28420,3348,0.014218
28420,3706,0.013825
28420,8060,0.013216
28420,12244,0.013100
14115,9688,0.079755
14115,9960,0.069869
14115,15848,0.065693
14115,11311,0.062500
14115,6714,0.061303
14115,18277,0.061069
14115,20194,0.060403
14115,11439,0.058824
14115,15939,0.058065
14115,10316,0.056872
14115,11445,0.055777
14115,3850,0.054054
14115,27014,0.053846
14115,12026,0.052381
14115,18801,0.052326
14115,18035,0.050847
14115,9696,0.050505
14115,15948,0.050360
14115,17466,0.050314
14115,12170,0.050251
2149,2177,0.245293
2149,1307,0.230493
2149,1152,0.218420
2149,1305,0.195560
2149,1303,0.193993
2149,2776,0.192280
2149,3182,0.191798
2149,1326,0.187027
2149,2804,0.185524
2149,3131,0.183554
2149,1151,0.183363
2149,1063,0.177067
2149,1073,0.175017
2149,2603,0.172175
2149,3285,0.167183
2149,995,0.165065
2149,2095,0.162194
2149,279,0.161433
2149,3252,0.160931
2149,987,0.159781
41,371,0.332043
41,29,0.323927
41,451,0.323047
41,442,0.308920
41,411,0.305759
41,526,0.305023
41,201,0.303628
41,2359,0.301062
41,344,0.299577
41,208,0.297797
41,39,0.284477
41,40,0.277345
41,193,0.269852
41,1551,0.268711
41,236,0.267006
41,437,0.266508
41,189,0.257235
41,470,0.256654
41,199,0.251683
41,516,0.251569
12671,13199,0.074257
12671,10340,0.070968
12671,8836,0.065737
12671,10317,0.060976
12671,9047,0.060362
12671,8806,0.060302
12671,4491,0.059846
12671,6497,0.059282
12671,4201,0.054608
12671,13081,0.054237
12671,9337,0.053498
12671,2906,0.052903
12671,4100,0.051460
12671,15557,0.050847
12671,9982,0.050588
12671,10260,0.049661
12671,11842,0.049451
12671,9980,0.049180
12671,6495,0.048023
12671,15159,0.048000
9835,10155,0.158759
9835,9785,0.145833
9835,9795,0.141304
9835,12694,0.137725
9835,14850,0.137184
9835,14972,0.132353
9835,9839,0.128852
9835,14762,0.128000
9835,14931,0.127820
9835,17038,0.118812
9835,10501,0.117647
9835,9833,0.116564
9835,14246,0.114407
9835,19571,0.113744
9835,16220,0.113725
9835,13154,0.110390
9835,9840,0.110187
9835,8741,0.108889
9835,12764,0.106322
9835,14382,0.105611
29563,32556,0.263158
29563,31507,0.173913
29563,29591,0.166667
29563,17118,0.166667
29563,27247,0.160000
29563,30542,0.160000
29563,23363,0.156250
29563,32294,0.150000
29563,25532,0.150000
29563,25185,0.150000
29563,32568,0.150000
29563,23782,0.150000
29563,29841,0.150000
29563,24364,0.142857
29563,27065,0.142857
29563,27580,0.142857
29563,30341,0.142857
29563,32566,0.142857
29563,28217,0.142857
29563,32395,0.136364
17815,17837,0.257143
17815,17828,0.250000
17815,23295,0.242424
17815,23309,0.241379
17815,29616,0.238095
17815,17819,0.222222
17815,17800,0.208333
17815,17760,0.203390
17815,23308,0.200000
17815,13132,0.195122
17815,17817,0.194444
17815,17818,0.190476
17815,26069,0.184211
17815,17777,0.183673
17815,17729,0.176471
17815,17811,0.176471
17815,15147,0.176471
17815,10214,0.166667
17815,15141,0.162162
17815,20766,0.161290
9528,10154,0.244726
9528,10453,0.219313
9528,10106,0.173252
9528,51,0.171790
9528,10515,0.169697
9528,10574,0.169291
9528,6346,0.164021
9528,10644,0.163823
9528,10421,0.155612
9528,6299,0.155496
9528,7136,0.153619
9528,50,0.153333
9528,10551,0.151203
9528,10403,0.146751
9528,12393,0.145679
9528,3924,0.143810
9528,10392,0.142322
9528,9785,0.138716
9528,10557,0.137466
9528,3923,0.135593
8799,2727,0.057622
8799,9585,0.053935
8799,5959,0.053270
8799,7756,0.052506
8799,6766,0.052097
8799,6966,0.051768
8799,7727,0.049425
8799,11393,0.048387
8799,9782,0.047184
8799,2889,0.046263
8799,11734,0.046218
8799,2635,0.044674
8799,7236,0.044416
8799,9774,0.044190
8799,12016,0.043684
8799,5314,0.043406
8799,9077,0.043011
8799,5282,0.042647
8799,10287,0.042138
8799,9586,0.041315
11314,11079,0.087054
11314,11316,0.067485
11314,6394,0.062193
11314,6391,0.061162
11314,11304,0.056452
11314,11311,0.054945
11314,5713,0.054096
11314,3850,0.054054
11314,7000,0.053763
11314,11430,0.053731
11314,11459,0.053388
11314,9960,0.051852
11314,22046,0.051724
11314,17292,0.051181
11314,16355,0.051020
11314,13247,0.050761
11314,7294,0.050420
11314,11088,0.050420
11314,9959,0.050152
11314,18031,0.049724
13871,15005,0.087671
13871,11355,0.069638
13871,7150,0.069444
13871,11417,0.064695
13871,8133,0.064272
13871,15821,0.060606
13871,3014,0.059130
13871,4389,0.056604
13871,7913,0.055911
13871,7966,0.055696
13871,8174,0.055369
13871,5068,0.054622
13871,8157,0.054090
13871,11188,0.053719
13871,8046,0.052632
13871,13073,0.052529
13871,4960,0.051963
