iIdx,jIdx,sim
30200,8939,0.009174
14368,9042,0.144144
14368,14752,0.124088
14368,10046,0.122340
14368,9160,0.116505
14368,7224,0.115385
14368,26857,0.115385
14368,10416,0.113924
14368,13962,0.112583
14368,14767,0.112000
14368,14372,0.107843
14368,6415,0.107345
14368,10204,0.106464
14368,13965,0.105882
14368,14693,0.105263
14368,14373,0.104895
14368,14706,0.103896
14368,13925,0.103448
14368,11373,0.102564
14368,14976,0.102273
14368,14793,0.100000
31545,28149,0.130435
31545,20702,0.093750
31545,19883,0.075000
31545,11018,0.068182
31545,10982,0.057692
31545,13516,0.056604
31545,15553,0.040541
31545,14503,0.038961
31545,14505,0.037037
31545,9663,0.030928
31545,20105,0.030303
31545,3602,0.026786
31545,5423,0.026549
31545,10897,0.024155
31545,17201,0.023622
31545,10771,0.022388
31545,9645,0.022222
31545,15115,0.020690
31545,12340,0.018868
31545,10836,0.018405
14850,15038,0.177215
14850,13995,0.148571
14850,3840,0.146718
14850,12616,0.139640
14850,15033,0.139640
14850,12694,0.139286
14850,9835,0.137184
14850,22832,0.133333
14850,14401,0.129964
14850,10503,0.125413
14850,14972,0.125000
14850,3346,0.125000
14850,10501,0.124464
14850,11029,0.123810
14850,14929,0.123529
14850,14977,0.123077
14850,14931,0.122066
14850,10505,0.117904
14850,5923,0.116505
14850,14934,0.116279
15539,15664,0.162162
15539,3098,0.085714
15539,19999,0.084034
15539,19575,0.081818
15539,19607,0.077519
15539,22664,0.076923
15539,14147,0.075630
15539,15577,0.074830
15539,10546,0.074074
15539,21687,0.073394
15539,22204,0.070796
15539,19043,0.070064
15539,10611,0.067568
15539,17080,0.067568
15539,17695,0.066667
15539,22665,0.066038
15539,26557,0.066038
15539,13154,0.065217
15539,6780,0.064171
15539,3697,0.063492
26958,31973,0.176471
26958,30379,0.166667
26958,23745,0.130435
26958,24188,0.117647
26958,22754,0.115385
26958,22396,0.103448
26958,20393,0.100000
26958,24420,0.096774
26958,15338,0.096774
26958,23060,0.090909
26958,18870,0.083333
26958,24666,0.081081
26958,28816,0.076923
26958,18559,0.075000
26958,14562,0.071429
26958,19800,0.068182
26958,20565,0.058824
26958,12206,0.058824
26958,8004,0.057692
26958,18366,0.057692
27562,22748,0.200000
27562,20487,0.098361
27562,7822,0.093750
27562,11510,0.083333
27562,16505,0.075000
27562,17264,0.061538
27562,16189,0.061224
27562,12049,0.056338
27562,16233,0.055556
27562,7753,0.053435
27562,10865,0.046512
27562,12840,0.044776
27562,4808,0.037975
27562,11688,0.033708
27562,12151,0.033333
27562,7968,0.032609
27562,15943,0.031008
27562,12774,0.028409
27562,16048,0.025641
27562,19189,0.025210
18187,7421,0.312500
18187,13329,0.285714
18187,30032,0.272727
18187,7632,0.266667
18187,18197,0.260870
18187,11598,0.250000
18187,29253,0.250000
18187,7636,0.250000
18187,7625,0.250000
18187,11654,0.241379
18187,18198,0.235294
18187,27173,0.230769
18187,7501,0.222222
18187,7611,0.214286
18187,11664,0.214286
18187,11655,0.205882
18187,24774,0.200000
18187,27179,0.200000
18187,11668,0.187500
18187,17569,0.181818
3205,1839,0.209272
3205,3629,0.186201
3205,1212,0.179640
3205,1701,0.178360
3205,3431,0.168815
3205,1514,0.168680
3205,2214,0.168445
3205,850,0.168258
3205,2545,0.167131
3205,1540,0.162345
3205,1534,0.159556
3205,4320,0.154031
3205,2510,0.152939
3205,2187,0.152247
3205,1072,0.149487
3205,161,0.149399
3205,1386,0.148280
3205,2820,0.147370
3205,1433,0.147152
3205,1431,0.146316
29314,20768,0.120000
29314,17003,0.090909
29314,20905,0.088235
29314,24716,0.088235
29314,13194,0.071429
29314,23984,0.060000
29314,17269,0.056604
29314,5860,0.053763
29314,19999,0.053571
29314,14075,0.052632
29314,16875,0.051724
29314,18755,0.050847
29314,11878,0.050847
29314,7424,0.048387
29314,20171,0.046154
29314,16011,0.045455
29314,7049,0.042857
29314,11758,0.041667
29314,16424,0.038462
29314,11577,0.036145
7294,7000,0.141089
7294,5505,0.099467
7294,3855,0.095349
7294,18031,0.065844
7294,6938,0.064220
7294,6336,0.061265
7294,3406,0.057592
7294,1262,0.056140
7294,11430,0.055000
7294,4063,0.052250
7294,6714,0.051913
7294,11219,0.051685
7294,11314,0.050420
7294,15848,0.049587
7294,2134,0.048964
7294,2438,0.048851
7294,9688,0.047970
7294,4034,0.047619
7294,7285,0.046105
7294,12505,0.046070
25608,26450,0.156250
25608,27371,0.156250
25608,12315,0.142857
25608,8523,0.136364
25608,12255,0.125000
25608,21256,0.115385
25608,20587,0.114286
25608,23051,0.111111
25608,22559,0.108108
25608,29049,0.103448
25608,24160,0.103448
25608,8438,0.102041
25608,16738,0.101695
25608,16734,0.101124
25608,20582,0.100000
25608,22099,0.100000
25608,31436,0.100000
25608,19183,0.100000
25608,28583,0.100000
25608,21220,0.100000
28756,27253,0.230769
28756,10874,0.150000
28756,7077,0.115385
28756,25851,0.096774
28756,17710,0.090909
28756,25211,0.083333
28756,25038,0.078947
28756,17436,0.076923
28756,26691,0.058824
28756,7122,0.046875
28756,17080,0.041667
28756,10940,0.037500
28756,6831,0.031250
28756,14542,0.028571
28756,7587,0.022388
28756,11922,0.022388
28756,13497,0.021277
28756,13154,0.018868
28756,11533,0.016598
28756,8139,0.016304
8629,8601,0.818182
8629,8639,0.818182
8629,8674,0.818182
8629,8671,0.818182
8629,8611,0.818182
8629,8713,0.818182
8629,8633,0.818182
8629,8483,0.818182
8629,8643,0.818182
8629,8719,0.769231
8629,8631,0.750000
8629,8728,0.750000
8629,8691,0.750000
8629,8718,0.750000
8629,8730,0.750000
8629,8576,0.750000
8629,8709,0.750000
8629,8532,0.750000
8629,27108,0.727273
8629,8612,0.692308
20586,14458,0.300000
20586,32568,0.300000
20586,29049,0.230769
20586,24374,0.230769
20586,25872,0.230769
20586,14477,0.214286
20586,25909,0.187500
20586,30946,0.187500
20586,27244,0.187500
20586,17529,0.176471
20586,17113,0.176471
20586,25095,0.176471
20586,25102,0.166667
20586,27223,0.166667
20586,30735,0.166667
20586,21738,0.136364
20586,26807,0.130435
20586,6776,0.130435
20586,22396,0.130435
20586,10784,0.130435
18541,26397,0.312500
18541,18584,0.291667
18541,26430,0.250000
18541,30921,0.250000
18541,30923,0.235294
18541,30917,0.222222
18541,27983,0.222222
18541,28537,0.222222
18541,15251,0.217391
18541,26389,0.210526
18541,18595,0.200000
18541,18376,0.193548
18541,12090,0.181818
18541,16823,0.181818
18541,26368,0.181818
18541,30922,0.176471
18541,26377,0.176471
18541,30943,0.176471
18541,30756,0.176471
18541,18594,0.176471
4483,27566,0.115385
4483,11168,0.094595
4483,29635,0.090909
4483,5551,0.089172
4483,22338,0.083333
4483,21977,0.079545
4483,23792,0.078652
4483,7879,0.072165
4483,19390,0.071429
4483,16384,0.071429
4483,19870,0.070423
4483,21403,0.070175
4483,24193,0.070175
4483,21291,0.067797
4483,16698,0.066667
4483,30583,0.066667
4483,29711,0.066667
4483,7942,0.066667
4483,29755,0.066667
4483,16648,0.066667
15907,11011,0.095506
15907,13779,0.077519
15907,13670,0.075862
15907,16373,0.069620
15907,11001,0.068241
15907,13110,0.067692
15907,14631,0.067138
15907,10999,0.067114
15907,14503,0.066667
15907,12286,0.063291
15907,22252,0.061856
15907,21546,0.061404
15907,6061,0.061372
15907,11722,0.061224
15907,16463,0.059459
15907,14505,0.058065
15907,7618,0.057637
15907,13768,0.057269
15907,12513,0.056022
15907,7112,0.055944
447,459,0.257357
447,2365,0.210782
447,390,0.209507
447,528,0.205628
447,429,0.199443
447,394,0.195169
447,246,0.192128
447,361,0.189349
447,2463,0.184725
447,432,0.182829
447,380,0.174939
447,489,0.174858
447,529,0.173452
447,4797,0.171557
447,419,0.171496
447,350,0.170462
447,469,0.169976
447,362,0.167473
447,452,0.165699
447,420,0.164564
30069,30049,0.222222
30069,28007,0.181818
30069,30034,0.181818
30069,26814,0.157895
30069,24576,0.157895
30069,31819,0.130435
30069,24104,0.096774
30069,20171,0.090909
30069,7428,0.088235
30069,18870,0.085714
30069,7361,0.081081
30069,22996,0.076923
30069,13718,0.071429
30069,23984,0.071429
30069,23078,0.060000
30069,11642,0.057692
30069,21042,0.051724
30069,21334,0.050847
30069,27416,0.049180
30069,7049,0.048387
28694,24850,0.250000
28694,21386,0.235294
28694,24069,0.187500
28694,23481,0.120000
28694,6893,0.060000
28694,1967,0.054545
28694,16858,0.053571
28694,6831,0.032258
28694,15372,0.031579
28694,1927,0.029412
28694,8313,0.023077
28694,6742,0.021739
28694,17541,0.020979
28694,6865,0.020979
28694,18745,0.020690
28694,6842,0.015625
28694,12413,0.015228
28694,6681,0.012552
28694,1981,0.012077
28694,8046,0.009615
9317,8541,0.205128
9317,19066,0.161290
9317,8322,0.160920
9317,5372,0.156522
9317,16726,0.152542
9317,8494,0.148936
9317,16734,0.145455
9317,28131,0.138462
9317,8152,0.138298
9317,21202,0.136364
9317,23948,0.135593
9317,21122,0.129870
9317,5183,0.129032
9317,23941,0.125000
9317,18102,0.125000
9317,8473,0.123457
9317,28182,0.122807
9317,18376,0.121212
9317,27327,0.120690
9317,12080,0.118421
3346,5923,0.136095
3346,24253,0.132653
3346,21746,0.129310
3346,14850,0.125000
3346,13995,0.124138
3346,14931,0.122905
3346,19089,0.117188
3346,15699,0.116959
3346,14929,0.116788
3346,19594,0.115044
3346,10501,0.114428
3346,14002,0.111111
3346,16072,0.110092
3346,9791,0.109489
3346,17302,0.109489
3346,14944,0.108434
3346,10505,0.106599
3346,17021,0.106557
3346,16079,0.106383
3346,21735,0.105769
2800,4761,0.053542
2800,6317,0.044517
2800,10570,0.042746
2800,7225,0.041916
2800,4659,0.041667
2800,9397,0.041278
2800,2556,0.041257
2800,1962,0.039689
2800,5448,0.039201
2800,2555,0.037604
2800,3100,0.034934
2800,3968,0.034423
2800,2644,0.033219
2800,402,0.033082
2800,487,0.030400
2800,5463,0.029012
2800,7210,0.028822
2800,597,0.028815
2800,7233,0.028800
2800,5254,0.028681
5753,7151,0.210156
5753,3814,0.138636
5753,9970,0.107749
5753,4421,0.104832
5753,4441,0.095873
5753,4424,0.094737
5753,4433,0.094580
5753,5762,0.092677
5753,9517,0.092211
5753,4462,0.090000
5753,1147,0.089443
5753,4111,0.087219
5753,3823,0.084284
5753,3134,0.081891
5753,2917,0.081805
5753,3131,0.080737
5753,10368,0.080078
5753,7157,0.078748
5753,6284,0.078368
5753,9962,0.078136
23530,20412,0.333333
23530,20405,0.260870
23530,19111,0.222222
23530,30358,0.222222
23530,30268,0.200000
23530,19115,0.142857
23530,28160,0.136364
23530,23564,0.125000
23530,20411,0.120000
23530,7671,0.103448
23530,19135,0.100000
23530,17411,0.064103
23530,16912,0.063830
23530,17556,0.058824
23530,13449,0.053571
23530,15196,0.050000
23530,18245,0.048387
23530,22594,0.044776
23530,7122,0.043478
23530,17080,0.038961
11213,5015,0.111296
11213,6577,0.101190
11213,5055,0.096855
11213,3640,0.092988
11213,3014,0.087087
11213,11370,0.086957
11213,5848,0.080548
11213,7150,0.077586
11213,6843,0.077551
11213,13579,0.076772
11213,5019,0.074738
11213,13575,0.074310
11213,8046,0.072635
11213,3513,0.072110
11213,5274,0.072106
11213,2762,0.071633
11213,4975,0.071622
11213,13571,0.070746
11213,1690,0.070740
11213,3555,0.070323
6294,1620,0.186506
6294,3961,0.174628
6294,3542,0.162925
6294,3252,0.149388
6294,10066,0.138922
6294,6084,0.136330
6294,2634,0.135529
6294,4151,0.135169
6294,2867,0.135074
6294,1590,0.132613
6294,2476,0.132367
6294,10016,0.127432
6294,2785,0.127010
6294,4269,0.126855
6294,5436,0.126825
6294,3124,0.126552
6294,2787,0.124533
6294,4323,0.124251
6294,2148,0.123699
6294,4321,0.123673
19977,27487,0.300000
19977,29900,0.250000
19977,24374,0.230769
19977,26650,0.200000
19977,30298,0.200000
19977,30241,0.187500
19977,26496,0.187500
19977,26497,0.187500
19977,24016,0.166667
19977,21471,0.166667
19977,19986,0.157895
19977,25150,0.150000
19977,10874,0.150000
19977,17031,0.150000
19977,27739,0.150000
19977,21850,0.150000
19977,15556,0.150000
19977,22930,0.136364
19977,20328,0.136364
19977,19755,0.130435
9984,5385,0.112121
9984,4602,0.108509
9984,4601,0.099032
9984,4607,0.093063
9984,2489,0.087573
9984,7175,0.082609
9984,3407,0.080983
9984,6132,0.080068
9984,4162,0.077251
9984,9608,0.076285
9984,3482,0.076155
9984,4452,0.075499
9984,9000,0.073643
9984,13524,0.072897
9984,2601,0.072464
9984,5507,0.072144
9984,8818,0.069406
9984,3158,0.069136
9984,5506,0.069083
9984,9343,0.067919
3252,2787,0.214407
3252,2177,0.214070
3252,1521,0.212609
3252,1326,0.205895
3252,279,0.190416
3252,2785,0.189808
3252,2616,0.183557
3252,2776,0.183387
3252,3285,0.181512
3252,1305,0.173267
3252,2095,0.173057
3252,2148,0.172886
3252,1307,0.172645
3252,2476,0.168372
3252,2804,0.168197
3252,3813,0.167934
3252,3961,0.167747
3252,1063,0.165736
3252,987,0.164803
3252,3182,0.164744
109,842,0.433755
109,159,0.427576
109,840,0.405053
109,101,0.382401
109,141,0.369959
109,126,0.368935
109,193,0.358634
109,264,0.354935
109,0,0.337849
109,40,0.322841
109,251,0.315507
109,968,0.314949
109,201,0.314709
109,208,0.312897
109,199,0.309136
109,344,0.308590
109,83,0.305528
109,39,0.305345
109,1843,0.304870
109,996,0.299151
16803,17615,0.129032
16803,29483,0.125000
16803,29048,0.115385
16803,30955,0.115385
16803,29486,0.107143
16803,29049,0.103448
16803,24160,0.103448
16803,16998,0.103448
16803,27121,0.102564
16803,20425,0.102041
16803,29173,0.100000
16803,32028,0.100000
16803,21970,0.100000
16803,30946,0.093750
16803,20386,0.090909
16803,7899,0.088889
16803,16434,0.088889
16803,23950,0.088235
16803,27371,0.088235
16803,8523,0.086957
28274,22654,0.037500
28274,16624,0.034483
28274,6207,0.030928
28274,3511,0.029412
28274,8164,0.027397
28274,9925,0.024691
28274,8313,0.022901
28274,16553,0.017857
28274,7997,0.013514
28274,11370,0.013158
28274,5555,0.010453
28274,11140,0.009375
28274,8300,0.009231
28274,13229,0.008982
28274,5015,0.008646
28274,4363,0.008475
28274,13827,0.007874
28274,6233,0.007833
28274,5468,0.007371
28274,8380,0.006593
20272,9734,0.093458
20272,26050,0.090909
20272,20602,0.087379
20272,13965,0.085714
20272,29008,0.084746
20272,14804,0.083333
20272,20282,0.083333
20272,14706,0.080645
20272,17273,0.080000
20272,13161,0.077670
20272,20853,0.076923
20272,14213,0.076336
20272,9080,0.074627
20272,22982,0.074468
20272,25581,0.074074
20272,9140,0.073684
20272,4238,0.072727
20272,25584,0.072464
20272,13982,0.071429
20272,9157,0.071429
30562,30587,0.428571
30562,24026,0.333333
30562,26724,0.333333
30562,28706,0.272727
30562,24597,0.250000
30562,30530,0.230769
30562,20369,0.200000
30562,22564,0.187500
30562,29948,0.187500
30562,26538,0.157895
30562,21274,0.136364
30562,16686,0.136364
30562,28149,0.130435
30562,25563,0.130435
30562,16913,0.130435
30562,24206,0.130435
30562,16648,0.130435
30562,18791,0.125000
30562,14559,0.120000
30562,18565,0.115385
16011,15600,0.258065
16011,28775,0.090909
16011,20171,0.079545
16011,21611,0.078431
16011,21609,0.077922
16011,16434,0.073529
16011,28786,0.071429
16011,19037,0.067568
16011,15599,0.067568
16011,7593,0.061538
16011,6044,0.060976
16011,21590,0.060000
16011,21607,0.060000
16011,15978,0.060000
16011,19433,0.058824
16011,13318,0.058824
16011,28512,0.057971
16011,12882,0.057971
16011,29089,0.057692
16011,21479,0.057143
28948,19200,0.625000
28948,28958,0.500000
28948,29090,0.428571
28948,28952,0.428571
28948,22940,0.375000
28948,29759,0.375000
28948,31501,0.333333
28948,22567,0.333333
28948,19194,0.307692
28948,32128,0.300000
28948,28277,0.300000
28948,28940,0.300000
28948,32125,0.272727
28948,28939,0.250000
28948,22570,0.230769
28948,19356,0.200000
28948,20707,0.200000
28948,18986,0.200000
28948,19353,0.166667
28948,28409,0.142857
11244,12394,0.236641
11244,8938,0.232143
11244,12395,0.207207
11244,13154,0.189964
11244,7341,0.162973
11244,10501,0.150735
11244,15944,0.143939
11244,6808,0.141700
11244,10453,0.137124
11244,11243,0.133080
11244,10611,0.129032
11244,17038,0.126712
11244,10644,0.126531
11244,9528,0.125668
11244,13150,0.125628
11244,3923,0.124105
11244,10421,0.121387
11244,16216,0.120635
11244,10551,0.120332
11244,14931,0.119691
12493,9703,0.217021
12493,16048,0.140000
12493,12500,0.139535
12493,18532,0.124294
12493,18067,0.114943
12493,9583,0.114155
12493,12751,0.113821
12493,9711,0.111570
12493,11996,0.111111
12493,15922,0.111111
12493,15924,0.108108
12493,12020,0.104545
12493,9344,0.103321
12493,22571,0.103030
12493,16147,0.102222
12493,9007,0.100756
12493,6032,0.100000
12493,12723,0.099034
12493,20986,0.098684
12493,19251,0.097872
29950,29952,0.375000
29950,22227,0.200000
29950,28160,0.200000
29950,27430,0.160000
29950,17043,0.150000
29950,21421,0.142857
29950,18559,0.093750
29950,21781,0.083333
29950,3934,0.044118
29950,20447,0.037500
29950,18303,0.030612
29950,13962,0.029126
29950,2568,0.027273
29950,13863,0.024845
29950,10075,0.022556
29950,15161,0.022222
29950,1927,0.021739
29950,18745,0.020548
29950,13536,0.018405
29950,9839,0.013761
32024,16871,0.666667
32024,23145,0.500000
32024,21970,0.400000
32024,20218,0.307692
32024,17649,0.307692
32024,17657,0.250000
32024,31938,0.250000
32024,27107,0.230769
32024,31567,0.214286
32024,8681,0.200000
32024,8634,0.200000
32024,8554,0.200000
32024,8708,0.190476
32024,8669,0.157895
32024,17655,0.157895
32024,21068,0.157895
32024,8553,0.130435
32024,20425,0.129032
32024,8662,0.125000
32024,8260,0.125000
18884,24823,0.181818
18884,6598,0.016000
18884,4948,0.008086
18884,7709,0.007853
18884,8220,0.007317
18884,666,0.006126
18884,6190,0.005420
18884,1801,0.005119
18884,5050,0.004324
18884,4659,0.004211
18884,5048,0.004195
18884,916,0.004049
18884,487,0.003686
18884,597,0.003650
18884,5448,0.003417
18884,6921,0.003326
18884,4988,0.003212
18884,3027,0.002979
18884,4987,0.002941
18884,658,0.002926
5759,7153,0.156931
5759,4230,0.136819
5759,2337,0.136697
5759,10239,0.135375
5759,11023,0.135061
5759,4111,0.133333
5759,9558,0.127349
5759,11907,0.126257
5759,7156,0.123523
5759,11911,0.123249
5759,10368,0.119649
5759,2867,0.119066
5759,10016,0.118881
5759,2878,0.117791
5759,5742,0.116360
5759,4531,0.113612
5759,3814,0.113119
5759,9082,0.112442
5759,2647,0.108392
5759,2625,0.108197
22149,22147,0.214286
22149,22146,0.187500
22149,13367,0.166667
22149,23121,0.090909
22149,20760,0.060000
22149,16373,0.033708
22149,13039,0.031250
22149,12293,0.029197
22149,19245,0.026087
22149,12838,0.025157
22149,6865,0.020548
22149,9920,0.018405
22149,12333,0.017544
22149,4997,0.016043
22149,6061,0.014019
22149,9839,0.013636
22149,14631,0.013514
22149,11394,0.013043
22149,11722,0.012931
22149,7508,0.012821
12002,7691,0.127054
12002,3279,0.124780
12002,1514,0.120095
12002,9585,0.119861
12002,1513,0.112178
12002,7696,0.111855
12002,11336,0.111475
12002,5334,0.110233
12002,1560,0.104478
12002,3496,0.103218
12002,8839,0.101562
12002,6024,0.097764
12002,3626,0.097083
12002,5314,0.096838
12002,2707,0.096704
12002,2686,0.094903
12002,1496,0.094118
12002,2727,0.093933
12002,2830,0.093483
12002,3248,0.091676
26052,31729,0.200000
26052,12220,0.187500
26052,30144,0.120000
26052,22194,0.120000
26052,18197,0.111111
26052,22706,0.100000
26052,19056,0.090909
26052,16884,0.078947
26052,19113,0.071429
26052,17695,0.068182
26052,7434,0.063830
26052,18245,0.050847
26052,14073,0.043011
26052,10611,0.040541
26052,20662,0.040541
26052,10999,0.037037
26052,15192,0.034091
26052,10943,0.033708
26052,9892,0.030612
26052,9488,0.027027
29719,9465,0.214286
29719,27223,0.200000
29719,19919,0.157895
29719,19390,0.157895
29719,29881,0.150000
29719,10588,0.142857
29719,21381,0.100000
29719,20702,0.093750
29719,21851,0.090909
29719,20945,0.083333
29719,15061,0.081081
29719,14146,0.076923
29719,12614,0.065217
29719,14158,0.063830
29719,17021,0.062500
29719,14145,0.058824
29719,21021,0.055556
29719,13982,0.052632
29719,14821,0.052632
29719,13825,0.045977
13277,8015,0.076115
13277,10737,0.074830
13277,7997,0.073864
13277,11370,0.072626
13277,12333,0.072607
13277,15034,0.069767
13277,5055,0.069697
13277,8300,0.068889
13277,5566,0.067164
13277,3843,0.066845
